Name: STRATO3, HW Version: 1.1, SW Version: 2.0, SN: 1001005000044
#;Up-Time;UTC;Date;RMC Valid;Sats in use;Latitude;Longitude;Speed over Ground [knots];Speed over Ground [km/h];Course over Ground;Altitude NN [m];Board: Temp [C];Extern: Temp [C];Extern: Hum [perc];Extern: Press [hPa];Batt Voltage [V];Logger Status
$;01:06:53;10:52:26;04.10.2022;Y;09;53 50.79966 N;010 23.36831 E;38.343;71.0;143.32;13652.7;8.500;-56.0;7.904;160.110;8.8;66673
$;01:06:55;10:52:28;04.10.2022;Y;09;53 50.78424 N;010 23.38310 E;28.684;53.1;159.88;13661.7;8.375;-56.125;7.896;159.690;8.8;66673
$;01:06:57;10:52:30;04.10.2022;Y;09;53 50.76781 N;010 23.38881 E;33.085;61.2;170.96;13671.0;8.500;-56.125;7.904;159.600;8.8;66673
$;01:06:59;10:52:32;04.10.2022;Y;09;53 50.74778 N;010 23.39913 E;41.415;76.7;156.50;13681.0;8.375;-56.125;7.919;159.270;8.8;66673
$;01:07:01;10:52:34;04.10.2022;Y;09;53 50.72749 N;010 23.41802 E;40.492;74.9;148.07;13688.7;8.375;-56.125;7.912;159.89;8.8;66673
$;01:07:03;10:52:36;04.10.2022;Y;09;53 50.71057 N;010 23.43335 E;29.764;55.1;157.30;13698.2;8.375;-56.0;7.896;158.809;8.8;66673
$;01:07:05;10:52:38;04.10.2022;Y;09;53 50.69480 N;010 23.44115 E;31.054;57.5;166.22;13707.8;8.375;-56.125;7.896;158.669;8.8;66673
$;01:07:07;10:52:40;04.10.2022;Y;09;53 50.67573 N;010 23.45279 E;41.539;76.9;155.30;13718.0;8.375;-56.125;7.904;158.300;8.8;66673
$;01:07:09;10:52:42;04.10.2022;Y;09;53 50.65530 N;010 23.47255 E;40.767;75.5;146.38;13726.8;8.250;-56.0;7.896;158.160;8.8;66673
$;01:07:11;10:52:44;04.10.2022;Y;09;53 50.63936 N;010 23.48996 E;29.443;54.5;150.80;13736.6;8.250;-55.875;7.896;157.929;8.8;66673
$;01:07:13;10:52:46;04.10.2022;Y;09;53 50.62398 N;010 23.49965 E;32.604;60.3;164.50;13746.1;8.250;-56.0;7.896;157.509;8.8;66673
$;01:07:15;10:52:48;04.10.2022;Y;09;53 50.60341 N;010 23.51178 E;44.510;82.4;156.96;13755.9;8.250;-56.125;7.912;157.419;8.8;66673
$;01:07:17;10:52:50;04.10.2022;Y;09;53 50.58183 N;010 23.53192 E;42.858;79.3;146.09;13764.3;8.250;-56.0;7.919;157.190;8.8;66673
$;01:07:19;10:52:52;04.10.2022;Y;09;53 50.56568 N;010 23.55183 E;31.007;57.4;145.55;13773.5;8.250;-56.0;7.889;156.960;8.8;66673
$;01:07:21;10:52:54;04.10.2022;Y;09;53 50.54991 N;010 23.56326 E;33.928;62.8;165.32;13783.1;8.125;-56.0;7.889;156.910;8.8;66673
$;01:07:23;10:52:56;04.10.2022;Y;09;53 50.52894 N;010 23.57346 E;43.437;80.4;160.87;13791.6;8.250;-56.0;7.912;156.490;8.8;66673
$;01:07:25;10:52:58;04.10.2022;Y;09;53 50.50769 N;010 23.59262 E;42.691;79.0;144.52;13800.7;8.250;-56.0;7.889;156.350;8.8;66673
$;01:07:27;10:53:00;04.10.2022;Y;09;53 50.49030 N;010 23.61424 E;35.935;66.5;145.35;13810.0;8.250;-55.875;7.896;156.119;8.8;66673
$;01:07:29;10:53:02;04.10.2022;Y;09;53 50.47244 N;010 23.62809 E;36.945;68.4;162.65;13818.9;8.250;-56.0;7.904;155.889;8.8;66673
$;01:07:31;10:53:04;04.10.2022;Y;09;53 50.45100 N;010 23.63950 E;43.310;80.2;159.72;13827.2;8.125;-56.0;7.904;155.699;8.8;66673
$;01:07:33;10:53:06;04.10.2022;Y;09;53 50.42982 N;010 23.65952 E;43.890;81.2;143.87;13836.6;8.125;-55.875;7.889;155.429;8.8;66673
$;01:07:35;10:53:08;04.10.2022;Y;09;53 50.41164 N;010 23.68367 E;39.344;72.8;141.80;13844.9;8.0;-55.875;7.896;155.199;8.8;66673
$;01:07:37;10:53:10;04.10.2022;Y;09;53 50.39435 N;010 23.69983 E;34.555;63.9;159.94;13853.9;8.125;-55.875;7.881;155.9;8.8;66673
$;01:07:39;10:53:12;04.10.2022;Y;09;53 50.37471 N;010 23.70991 E;38.625;71.5;162.33;13862.9;8.0;-55.750;7.912;154.789;8.8;66673
$;01:07:41;10:53:14;04.10.2022;Y;09;53 50.35548 N;010 23.72660 E;39.655;73.4;144.09;13872.5;8.0;-55.875;7.889;154.550;8.8;66673
$;01:07:43;10:53:16;04.10.2022;Y;09;53 50.33897 N;010 23.75101 E;39.764;73.6;137.59;13880.8;8.0;-55.875;7.881;154.369;8.8;66673
$;01:07:45;10:53:18;04.10.2022;Y;09;53 50.32050 N;010 23.77306 E;42.178;78.1;151.57;13890.7;7.875;-55.750;7.889;154.100;8.8;66673
$;01:07:47;10:53:20;04.10.2022;Y;09;53 50.29878 N;010 23.78800 E;41.679;77.1;161.87;13899.0;8.0;-55.750;7.912;153.860;8.8;66673
$;01:07:49;10:53:22;04.10.2022;Y;09;53 50.27885 N;010 23.79935 E;34.884;64.6;157.31;13908.7;7.875;-55.750;7.912;153.589;8.8;66673
$;01:07:51;10:53:24;04.10.2022;Y;09;53 50.26306 N;010 23.81671 E;35.506;65.7;139.38;13918.6;8.0;-55.750;7.896;153.399;8.8;66673
$;01:07:53;10:53:26;04.10.2022;Y;09;53 50.24600 N;010 23.84291 E;46.469;86.0;139.08;13927.6;7.875;-55.625;7.896;153.169;8.8;66673
$;01:07:55;10:53:28;04.10.2022;Y;09;53 50.22470 N;010 23.86981 E;47.726;88.3;146.34;13935.7;7.875;-55.625;7.904;153.80;8.8;66673
$;01:07:57;10:53:30;04.10.2022;Y;09;53 50.20470 N;010 23.89022 E;37.185;68.8;150.24;13944.0;8.0;-55.750;7.912;152.850;8.8;66673
$;01:07:59;10:53:32;04.10.2022;Y;09;53 50.18907 N;010 23.90761 E;32.837;60.8;141.87;13953.6;8.0;-55.625;7.904;152.619;8.8;66673
$;01:08:01;10:53:34;04.10.2022;Y;09;53 50.17242 N;010 23.92994 E;44.260;81.9;142.91;13964.6;7.875;-55.625;7.927;152.350;8.8;66673
$;01:08:03;10:53:36;04.10.2022;Y;09;53 50.14902 N;010 23.95500 E;53.905;99.8;152.08;13973.8;7.750;-55.625;7.935;152.210;8.8;66673
$;01:08:05;10:53:38;04.10.2022;Y;09;53 50.12372 N;010 23.97467 E;45.432;84.1;158.16;13983.3;7.750;-55.625;7.912;151.839;8.8;66673
$;01:08:07;10:53:40;04.10.2022;Y;09;53 50.10433 N;010 23.98881 E;33.261;61.5;153.23;13992.4;7.875;-55.625;7.912;151.649;8.8;66673
$;01:08:09;10:53:42;04.10.2022;Y;09;53 50.08743 N;010 24.00583 E;39.538;73.2;146.78;14002.3;7.875;-55.625;7.919;151.330;8.8;66673
$;01:08:11;10:53:44;04.10.2022;Y;09;53 50.06550 N;010 24.02812 E;50.269;93.0;151.92;14011.9;7.750;-55.625;7.927;151.190;8.8;66673
$;01:08:13;10:53:46;04.10.2022;Y;09;53 50.04030 N;010 24.04686 E;47.067;87.1;159.12;14021.6;7.875;-55.625;7.919;150.910;8.8;66673
$;01:08:15;10:53:48;04.10.2022;Y;09;53 50.01905 N;010 24.06102 E;37.383;69.2;155.73;14031.7;7.750;-55.625;7.896;150.729;8.8;66673
$;01:08:17;10:53:50;04.10.2022;Y;09;53 50.00124 N;010 24.08002 E;41.002;75.9;143.13;14041.3;7.625;-55.500;7.889;150.399;8.8;66673
$;01:08:19;10:53:52;04.10.2022;Y;09;53 49.98070 N;010 24.10389 E;47.791;88.5;149.00;14051.1;7.750;-55.500;7.896;150.309;8.8;66673
$;01:08:21;10:53:54;04.10.2022;Y;09;53 49.95709 N;010 24.12105 E;44.088;81.6;162.84;14060.7;7.750;-55.500;7.881;149.889;8.8;66673
$;01:08:23;10:53:56;04.10.2022;Y;09;53 49.93596 N;010 24.13215 E;37.030;68.5;159.73;14070.5;7.500;-55.625;7.874;149.710;8.8;66673
$;01:08:25;10:53:58;04.10.2022;Y;09;53 49.91787 N;010 24.14998 E;40.938;75.8;143.24;14080.4;7.625;-55.500;7.874;149.570;8.8;66675
$;01:08:27;10:54:00;04.10.2022;Y;09;53 49.89828 N;010 24.17420 E;45.254;83.8;147.09;14089.7;7.625;-55.375;7.874;149.429;8.8;66673
$;01:08:29;10:54:02;04.10.2022;Y;09;53 49.87639 N;010 24.19080 E;41.531;76.9;163.42;14099.5;7.625;-55.375;7.881;149.100;8.8;66673
$;01:08:31;10:54:04;04.10.2022;Y;09;53 49.85549 N;010 24.20016 E;37.812;70.0;163.63;14108.0;7.500;-55.500;7.866;148.960;8.8;66673
$;01:08:33;10:54:06;04.10.2022;Y;09;53 49.83572 N;010 24.21554 E;41.881;77.5;149.62;14118.5;7.500;-55.500;7.881;148.639;8.8;66673
$;01:08:35;10:54:08;04.10.2022;Y;09;53 49.81562 N;010 24.23713 E;42.763;79.1;148.01;14128.4;7.500;-55.375;7.858;148.460;8.8;66673
$;01:08:37;10:54:10;04.10.2022;Y;09;53 49.79579 N;010 24.25339 E;37.435;69.3;160.49;14140.6;7.625;-55.250;7.874;148.89;8.7;66673
$;01:08:39;10:54:12;04.10.2022;Y;09;53 49.77579 N;010 24.26250 E;38.508;71.3;167.08;14149.3;7.500;-55.375;7.858;147.949;8.8;66673
$;01:08:41;10:54:14;04.10.2022;Y;09;53 49.75357 N;010 24.27373 E;44.127;81.7;160.09;14158.9;7.500;-55.250;7.851;147.630;8.8;66673
$;01:08:43;10:54:16;04.10.2022;Y;09;53 49.73123 N;010 24.28928 E;41.937;77.6;156.13;14167.7;7.500;-55.250;7.858;147.580;8.8;66675
$;01:08:45;10:54:18;04.10.2022;Y;09;53 49.71242 N;010 24.30219 E;33.061;61.2;159.91;14177.5;7.500;-55.375;7.866;147.169;8.8;66673
$;01:08:47;10:54:20;04.10.2022;Y;09;53 49.69461 N;010 24.31068 E;35.242;65.2;167.17;14186.9;7.500;-55.250;7.866;147.29;8.8;66675
$;01:08:49;10:54:22;04.10.2022;Y;09;53 49.67307 N;010 24.32053 E;43.631;80.8;162.51;14196.1;7.375;-55.125;7.896;146.899;8.7;66675
$;01:08:51;10:54:24;04.10.2022;Y;09;53 49.65008 N;010 24.33714 E;45.748;84.7;151.89;14204.0;7.500;-55.125;7.889;146.619;8.8;66675
$;01:08:53;10:54:26;04.10.2022;Y;09;53 49.63050 N;010 24.35681 E;36.748;68.0;149.13;14214.5;7.375;-55.250;7.881;146.350;8.8;66673
$;01:08:55;10:54:28;04.10.2022;Y;09;53 49.61382 N;010 24.36691 E;30.352;56.2;172.40;14224.6;7.375;-55.125;7.874;146.210;8.8;66675
$;01:08:57;10:54:30;04.10.2022;Y;09;53 49.59591 N;010 24.36822 E;34.320;63.5;176.67;14233.5;7.375;-55.0;7.874;145.929;8.8;66675
$;01:08:59;10:54:32;04.10.2022;Y;09;53 49.57603 N;010 24.37748 E;39.619;73.3;154.90;14243.2;7.375;-55.125;7.874;145.750;8.8;66673
$;01:09:01;10:54:34;04.10.2022;Y;09;53 49.55775 N;010 24.39709 E;37.854;70.1;144.75;14253.8;7.375;-55.125;7.866;145.380;8.7;66675
$;01:09:03;10:54:36;04.10.2022;Y;09;53 49.54180 N;010 24.41092 E;28.818;53.3;162.79;14265.1;7.375;-55.125;7.858;145.279;8.8;66675
$;01:09:05;10:54:38;04.10.2022;Y;09;53 49.52700 N;010 24.41446 E;25.605;47.4;176.68;14274.6;7.250;-55.125;7.843;145.0;8.8;66675
$;01:09:07;10:54:40;04.10.2022;Y;09;53 49.51272 N;010 24.42169 E;30.040;55.6;151.95;14286.4;7.250;-55.250;7.828;144.770;8.7;66675
$;01:09:09;10:54:42;04.10.2022;Y;09;53 49.49716 N;010 24.44031 E;37.649;69.7;142.14;14295.4;7.250;-55.250;7.828;144.580;8.8;66675
$;01:09:11;10:54:44;04.10.2022;Y;09;53 49.47877 N;010 24.45855 E;38.525;71.3;156.69;14304.9;7.125;-55.250;7.805;144.440;8.8;66675
$;01:09:13;10:54:46;04.10.2022;Y;09;53 49.45958 N;010 24.46831 E;34.070;63.0;165.30;14316.7;7.250;-55.125;7.797;144.70;8.8;66675
$;01:09:15;10:54:48;04.10.2022;Y;09;53 49.44397 N;010 24.48030 E;29.011;53.7;145.01;14327.5;7.125;-55.125;7.805;143.839;8.7;66675
$;01:09:17;10:54:50;04.10.2022;Y;09;53 49.43239 N;010 24.50115 E;33.262;61.6;128.33;14335.2;7.250;-54.875;7.782;143.690;8.8;66675
$;01:09:19;10:54:52;04.10.2022;Y;09;53 49.41820 N;010 24.52288 E;34.902;64.6;148.74;14346.0;7.125;-55.125;7.782;143.419;8.7;66675
$;01:09:21;10:54:54;04.10.2022;Y;09;53 49.40055 N;010 24.53279 E;32.776;60.7;169.37;14355.3;7.125;-54.875;7.759;143.279;8.7;66675
$;01:09:23;10:54:56;04.10.2022;Y;09;53 49.38470 N;010 24.53993 E;28.086;52.0;156.55;14365.1;7.125;-55.0;7.774;143.89;8.7;66673
$;01:09:25;10:54:58;04.10.2022;Y;09;53 49.37194 N;010 24.55652 E;30.900;57.2;134.16;14373.9;7.250;-55.125;7.744;142.860;8.8;66675
$;01:09:27;10:55:00;04.10.2022;Y;09;53 49.35993 N;010 24.57621 E;28.819;53.3;140.72;14382.9;7.125;-55.125;7.736;142.720;8.7;66675
$;01:09:29;10:55:02;04.10.2022;Y;09;53 49.34655 N;010 24.58788 E;27.196;50.3;161.82;14392.4;7.125;-55.0;7.751;142.399;8.8;66675
$;01:09:31;10:55:04;04.10.2022;Y;09;53 49.33140 N;010 24.59710 E;31.561;58.4;155.33;14402.1;7.125;-55.0;7.751;142.160;8.7;66675
$;01:09:33;10:55:06;04.10.2022;Y;09;53 49.31582 N;010 24.61035 E;32.642;60.4;148.21;14413.4;7.125;-55.125;7.744;142.70;8.7;66675
$;01:09:35;10:55:08;04.10.2022;Y;09;53 49.30074 N;010 24.62905 E;30.633;56.7;146.84;14423.0;7.0;-55.125;7.729;141.750;8.7;66675
$;01:09:37;10:55:10;04.10.2022;Y;09;53 49.28721 N;010 24.64143 E;26.202;48.5;156.31;14433.2;7.0;-55.0;7.736;141.520;8.7;66675
$;01:09:39;10:55:12;04.10.2022;Y;09;53 49.27413 N;010 24.65489 E;30.887;57.2;149.17;14442.7;7.0;-55.125;7.729;141.380;8.7;66675
$;01:09:41;10:55:14;04.10.2022;Y;09;53 49.25756 N;010 24.67501 E;38.020;70.4;139.29;14452.9;6.875;-55.125;7.713;141.149;8.7;66675
$;01:09:43;10:55:16;04.10.2022;Y;09;53 49.24388 N;010 24.69788 E;30.045;55.6;133.48;14463.4;7.0;-55.125;7.713;140.820;8.8;66675
$;01:09:45;10:55:18;04.10.2022;Y;09;53 49.23170 N;010 24.71419 E;27.000;50.0;151.56;14475.1;6.875;-55.125;7.721;140.639;8.8;66675
$;01:09:47;10:55:20;04.10.2022;Y;09;53 49.21468 N;010 24.72660 E;38.657;71.5;156.41;14486.9;7.125;-55.125;7.698;140.360;8.8;66675
$;01:09:49;10:55:22;04.10.2022;Y;09;53 49.19516 N;010 24.74688 E;42.549;78.8;141.03;14496.2;6.875;-55.0;7.690;140.130;8.8;66675
$;01:09:51;10:55:24;04.10.2022;Y;09;53 49.18014 N;010 24.77354 E;35.386;65.5;128.79;14506.2;6.875;-55.0;7.683;139.899;8.7;66675
$;01:09:53;10:55:26;04.10.2022;Y;09;53 49.16757 N;010 24.79356 E;29.201;54.0;147.02;14516.2;6.875;-54.750;7.706;139.669;8.7;66675
$;01:09:55;10:55:28;04.10.2022;Y;09;53 49.15057 N;010 24.80577 E;37.218;68.9;159.56;14526.8;6.750;-54.625;7.675;139.389;8.7;66675
$;01:09:57;10:55:30;04.10.2022;Y;09;53 49.13096 N;010 24.82395 E;42.723;79.1;143.49;14537.3;6.875;-55.0;7.675;139.210;8.7;66675
$;01:09:59;10:55:32;04.10.2022;Y;09;53 49.11494 N;010 24.85162 E;39.462;73.0;129.28;14547.3;6.750;-54.875;7.668;138.970;8.7;66675
$;01:10:01;10:55:34;04.10.2022;Y;09;53 49.10192 N;010 24.87530 E;30.940;57.3;139.57;14557.1;6.875;-54.625;7.698;138.740;8.7;66675
$;01:10:03;10:55:36;04.10.2022;Y;09;53 49.08570 N;010 24.89027 E;36.886;68.3;156.72;14567.7;6.750;-54.750;7.668;138.509;8.7;66675
$;01:10:05;10:55:38;04.10.2022;Y;09;53 49.06585 N;010 24.90933 E;44.685;82.7;143.85;14578.6;6.750;-54.625;7.668;138.369;8.7;66675
$;01:10:07;10:55:40;04.10.2022;Y;09;53 49.04860 N;010 24.93841 E;41.979;77.7;129.25;14588.8;6.750;-54.625;7.660;138.190;8.7;66675
$;01:10:09;10:55:42;04.10.2022;Y;09;53 49.03544 N;010 24.96384 E;31.386;58.1;136.63;14598.6;6.750;-54.625;7.668;137.869;8.7;66675
$;01:10:11;10:55:44;04.10.2022;Y;09;53 49.02041 N;010 24.98018 E;35.106;65.0;152.83;14608.7;6.625;-54.625;7.652;137.630;8.7;66675
$;01:10:13;10:55:46;04.10.2022;Y;08;53 49.00111 N;010 24.99945 E;44.867;83.0;144.94;14618.2;6.750;-54.875;7.645;137.449;8.7;66675
$;01:10:15;10:55:48;04.10.2022;Y;09;53 48.98289 N;010 25.02699 E;41.856;77.5;132.57;14627.4;6.625;-54.625;7.629;137.360;8.7;66675
$;01:10:17;10:55:50;04.10.2022;Y;09;53 48.96993 N;010 25.05127 E;29.062;53.8;135.32;14637.3;6.750;-54.875;7.652;137.130;8.7;66675
$;01:10:19;10:55:52;04.10.2022;Y;09;53 48.95655 N;010 25.06707 E;32.277;59.7;151.36;14646.9;6.625;-54.500;7.645;136.940;8.7;66675
$;01:10:21;10:55:54;04.10.2022;Y;09;53 48.93762 N;010 25.08544 E;44.462;82.3;147.58;14656.0;6.625;-54.500;7.622;136.750;8.7;66675
$;01:10:23;10:55:56;04.10.2022;Y;09;53 48.91849 N;010 25.11190 E;42.645;78.9;134.76;14664.4;6.500;-54.500;7.629;136.529;8.7;66675
$;01:10:25;10:55:58;04.10.2022;Y;09;53 48.90544 N;010 25.13692 E;29.995;55.5;130.83;14673.8;6.625;-54.500;7.645;136.289;8.7;66675
$;01:10:27;10:56:00;04.10.2022;Y;09;53 48.89304 N;010 25.15487 E;31.939;59.1;147.32;14683.3;6.500;-54.625;7.637;136.70;8.7;66675
$;01:10:29;10:56:02;04.10.2022;Y;09;53 48.87400 N;010 25.17247 E;45.523;84.3;151.95;14692.1;6.625;-54.500;7.652;135.970;8.7;66675
$;01:10:31;10:56:04;04.10.2022;Y;09;53 48.85197 N;010 25.19577 E;46.130;85.4;144.08;14701.4;6.500;-54.375;7.645;135.789;8.7;66675
$;01:10:33;10:56:06;04.10.2022;Y;09;53 48.83538 N;010 25.21907 E;32.952;61.0;136.55;14711.4;6.500;-54.375;7.629;135.559;8.7;66675
$;01:10:35;10:56:08;04.10.2022;Y;09;53 48.82382 N;010 25.23687 E;27.337;50.6;140.43;14719.3;6.500;-54.375;7.645;135.279;8.7;66675
$;01:10:37;10:56:10;04.10.2022;Y;09;53 48.80874 N;010 25.25568 E;40.628;75.2;145.26;14729.1;6.500;-54.625;7.629;135.100;8.7;66675
$;01:10:39;10:56:12;04.10.2022;Y;09;53 48.78841 N;010 25.28027 E;46.772;86.6;143.75;14737.6;6.500;-54.375;7.629;134.869;8.7;66675
$;01:10:41;10:56:14;04.10.2022;Y;09;53 48.76980 N;010 25.30285 E;36.127;66.9;144.39;14748.5;6.375;-54.375;7.622;134.779;8.7;66675
$;01:10:43;10:56:16;04.10.2022;Y;09;53 48.75588 N;010 25.32074 E;28.853;53.4;139.83;14756.6;6.375;-54.375;7.622;134.550;8.7;66675
$;01:10:45;10:56:18;04.10.2022;Y;09;53 48.74254 N;010 25.34078 E;36.314;67.2;139.58;14766.8;6.375;-54.375;7.629;134.229;8.7;66675
$;01:10:47;10:56:20;04.10.2022;Y;09;53 48.72343 N;010 25.36226 E;45.539;84.3;152.07;14775.7;6.375;-54.375;7.614;134.39;8.7;66675
$;01:10:49;10:56:22;04.10.2022;Y;09;53 48.70093 N;010 25.37829 E;41.573;76.9;159.86;14784.5;6.375;-54.250;7.622;133.899;8.7;66675
$;01:10:51;10:56:24;04.10.2022;Y;09;53 48.68316 N;010 25.39186 E;30.140;55.8;148.52;14792.0;6.375;-54.250;7.599;133.720;8.7;66675
$;01:10:53;10:56:26;04.10.2022;Y;09;53 48.67127 N;010 25.41117 E;32.016;59.2;130.26;14801.0;6.375;-54.375;7.584;133.529;8.7;66675
$;01:10:55;10:56:28;04.10.2022;Y;09;53 48.65701 N;010 25.43388 E;38.306;70.9;143.14;14810.1;6.375;-54.250;7.599;133.350;8.7;66675
$;01:10:57;10:56:30;04.10.2022;Y;09;53 48.63757 N;010 25.44983 E;38.967;72.1;162.48;14818.1;6.375;-54.375;7.561;133.210;8.7;66675
$;01:10:59;10:56:32;04.10.2022;Y;09;53 48.61901 N;010 25.45974 E;31.497;58.3;158.50;14829.2;6.250;-54.375;7.553;133.20;8.7;66675
$;01:11:01;10:56:34;04.10.2022;Y;09;53 48.60588 N;010 25.47590 E;30.115;55.7;130.83;14837.6;6.250;-54.375;7.553;132.740;8.7;66675
$;01:11:03;10:56:36;04.10.2022;Y;09;53 48.59469 N;010 25.50006 E;34.311;63.5;130.39;14846.3;6.375;-54.250;7.538;132.600;8.7;66675
$;01:11:05;10:56:38;04.10.2022;Y;09;53 48.57965 N;010 25.51815 E;33.554;62.1;156.57;14856.3;6.250;-54.250;7.538;132.320;8.7;66675
$;01:11:07;10:56:40;04.10.2022;Y;09;53 48.56196 N;010 25.52675 E;33.064;61.2;165.79;14864.0;6.250;-54.250;7.515;132.179;8.7;66675
$;01:11:09;10:56:42;04.10.2022;Y;09;53 48.54559 N;010 25.53891 E;32.575;60.3;145.59;14874.4;6.125;-54.375;7.515;132.89;8.7;66675
$;01:11:11;10:56:44;04.10.2022;Y;09;53 48.53167 N;010 25.56113 E;36.203;67.0;132.70;14884.1;6.125;-54.250;7.500;131.860;8.7;66675
$;01:11:13;10:56:46;04.10.2022;Y;09;53 48.51731 N;010 25.58132 E;32.107;59.4;147.74;14895.1;6.125;-54.250;7.484;131.630;8.7;66675
$;01:11:15;10:56:48;04.10.2022;Y;09;53 48.50159 N;010 25.59302 E;31.300;57.9;161.61;14902.5;6.250;-54.250;7.492;131.440;8.7;66675
$;01:11:17;10:56:50;04.10.2022;Y;09;53 48.48442 N;010 25.60462 E;34.584;64.0;153.08;14913.0;6.125;-54.125;7.469;131.169;8.7;66675
$;01:11:19;10:56:52;04.10.2022;Y;09;53 48.46871 N;010 25.62154 E;31.880;59.0;142.96;14922.2;6.125;-54.125;7.484;130.979;8.7;66675
$;01:11:21;10:56:54;04.10.2022;Y;09;53 48.45573 N;010 25.63619 E;26.106;48.3;151.58;14932.7;6.125;-54.250;7.477;130.800;8.7;66675
$;01:11:23;10:56:56;04.10.2022;Y;09;53 48.44087 N;010 25.64665 E;33.130;61.3;160.69;14942.8;6.125;-54.125;7.469;130.610;8.7;66675
$;01:11:25;10:56:58;04.10.2022;Y;09;53 48.42099 N;010 25.66036 E;42.000;77.7;154.30;14953.8;6.0;-54.125;7.454;130.339;8.7;66675
$;01:11:27;10:57:00;04.10.2022;Y;09;53 48.40169 N;010 25.67769 E;35.764;66.2;150.21;14963.8;6.125;-54.125;7.439;130.199;8.7;66675
$;01:11:29;10:57:02;04.10.2022;Y;09;53 48.38724 N;010 25.68991 E;25.033;46.3;159.38;14973.7;6.0;-54.0;7.431;130.9;8.7;66675
$;01:11:31;10:57:04;04.10.2022;Y;09;53 48.37321 N;010 25.69568 E;28.527;52.8;168.25;14984.3;6.0;-54.125;7.439;129.690;8.7;66675
$;01:11:33;10:57:06;04.10.2022;Y;09;53 48.35476 N;010 25.70587 E;40.527;75.0;157.00;14994.9;5.875;-54.125;7.439;129.550;8.7;66675
$;01:11:35;10:57:08;04.10.2022;Y;09;53 48.33350 N;010 25.72439 E;43.292;80.1;150.99;15004.5;6.125;-54.125;7.439;129.369;8.7;66675
$;01:11:37;10:57:10;04.10.2022;Y;09;53 48.31614 N;010 25.74028 E;29.089;53.8;153.05;15016.0;5.875;-54.0;7.408;129.39;8.7;66675
$;01:11:39;10:57:12;04.10.2022;Y;09;53 48.30330 N;010 25.75023 E;24.608;45.5;155.72;15025.5;6.0;-54.125;7.401;128.990;8.7;66675
$;01:11:41;10:57:14;04.10.2022;Y;09;53 48.28729 N;010 25.76264 E;37.426;69.3;154.17;15037.7;5.875;-54.125;7.370;128.669;8.7;66675
$;01:11:43;10:57:16;04.10.2022;Y;09;53 48.26723 N;010 25.77990 E;41.972;77.7;152.00;15046.8;6.0;-54.125;7.362;128.440;8.7;66675
$;01:11:45;10:57:18;04.10.2022;Y;09;53 48.24881 N;010 25.79531 E;33.169;61.4;156.92;15058.8;6.0;-54.125;7.347;128.300;8.7;66675
$;01:11:47;10:57:20;04.10.2022;Y;09;53 48.23213 N;010 25.80309 E;31.628;58.5;171.56;15068.2;5.875;-54.0;7.339;127.970;8.7;66675
$;01:11:49;10:57:22;04.10.2022;Y;09;53 48.21208 N;010 25.80962 E;40.510;75.0;164.81;15079.7;5.875;-54.0;7.324;127.779;8.7;66675
$;01:11:51;10:57:24;04.10.2022;Y;09;53 48.19065 N;010 25.82537 E;42.711;79.1;148.93;15089.1;5.875;-54.125;7.309;127.650;8.7;66675
$;01:11:53;10:57:26;04.10.2022;Y;09;53 48.17335 N;010 25.84685 E;35.721;66.1;142.51;15099.2;5.875;-54.0;7.294;127.550;8.7;66675
$;01:11:55;10:57:28;04.10.2022;Y;09;53 48.15649 N;010 25.86120 E;35.534;65.8;163.82;15110.2;6.0;-54.125;7.301;127.269;8.7;66675
$;01:11:57;10:57:30;04.10.2022;Y;09;53 48.13531 N;010 25.86827 E;42.048;77.8;170.15;15119.1;5.875;-54.125;7.263;127.40;8.7;66675
$;01:11:59;10:57:32;04.10.2022;Y;09;53 48.11362 N;010 25.87801 E;38.801;71.8;159.79;15130.0;5.875;-54.0;7.256;126.760;8.7;66675
$;01:12:01;10:57:34;04.10.2022;Y;09;53 48.09604 N;010 25.89070 E;30.659;56.7;156.48;15143.6;5.875;-54.125;7.225;126.569;8.7;66675
$;01:12:03;10:57:36;04.10.2022;Y;09;53 48.07987 N;010 25.89709 E;32.095;59.4;175.59;15160.0;5.875;-54.125;7.217;126.199;8.7;66675
$;01:12:05;10:57:38;04.10.2022;Y;09;53 48.05907 N;010 25.89747 E;41.575;76.9;180.45;15173.7;5.750;-54.125;7.202;126.10;8.7;66675
$;01:12:07;10:57:40;04.10.2022;Y;09;53 48.03441 N;010 25.89869 E;46.315;85.7;175.41;15183.4;5.750;-54.250;7.187;125.870;8.7;66675
$;01:12:09;10:57:42;04.10.2022;Y;09;53 48.01018 N;010 25.90594 E;41.609;77.0;164.75;15198.5;5.750;-54.250;7.164;125.489;8.7;66675
$;01:12:11;10:57:44;04.10.2022;Y;09;53 47.99081 N;010 25.91921 E;35.707;66.1;153.59;15214.8;5.750;-54.125;7.126;125.209;8.7;66675
$;01:12:13;10:57:46;04.10.2022;Y;09;53 47.97298 N;010 25.93514 E;37.988;70.3;151.82;15225.3;5.750;-54.125;7.95;125.160;8.7;66675
$;01:12:15;10:57:48;04.10.2022;Y;09;53 47.95306 N;010 25.95117 E;40.894;75.7;157.87;15235.1;5.750;-54.250;7.88;124.790;8.7;66675
